"annotation_id","annotator","created_at","id","label","lead_time","title","updated_at"
280,"1","2023-08-25T07:49:12.682823Z",809054,"[{""start"":14,""end"":55,""text"":""Техническая поддержка. Мониторинг 08.2023"",""labels"":[""TITLE""]},{""start"":1,""end"":11,""text"":""МРСК Центр"",""labels"":[""PROJECT""]}]",6.563,"[МРСК Центр]. Техническая поддержка. Мониторинг 08.2023","2023-08-25T07:49:12.682881Z"
281,"1","2023-08-25T07:49:22.266670Z",703459,"[{""start"":23,""end"":74,""text"":""Не выгружаются все показания с мобильного обходчика"",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":9,""end"":22,""text"":""СК00-00381245"",""labels"":[""ID""]}]",8.28,"[КСК МС] СК00-00381245 Не выгружаются все показания с мобильного обходчика","2023-08-25T07:49:22.266721Z"
282,"1","2023-08-25T07:49:29.716430Z",804069,"[{""start"":12,""end"":88,""text"":""Обновление по безопасности для проведения ПСИ на стенде разработки Заказчика"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",6.052,"[МОЭСК МС]  Обновление по безопасности для проведения ПСИ на стенде разработки Заказчика","2023-08-25T07:49:29.716529Z"
283,"1","2023-08-25T07:49:39.456316Z",771588,"[{""start"":22,""end"":61,""text"":""При синхронизации вылетает программа ЦК"",""labels"":[""TITLE""]},{""start"":1,""end"":11,""text"":""МРСК Центр"",""labels"":[""PROJECT""]},{""start"":14,""end"":21,""text"":""1714878"",""labels"":[""ID""]}]",8.074,"[МРСК Центр] #1714878 При синхронизации вылетает программа ЦК","2023-08-25T07:49:39.456370Z"
284,"1","2023-08-25T07:49:49.416003Z",755475,"[{""start"":17,""end"":94,""text"":""Необходимо добавить новую категорию маршрутного листа «Восстановление опроса»"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]},{""start"":12,""end"":16,""text"":""4835"",""labels"":[""ID""]}]",8.641,"[МОЭСК МС] #4835 Необходимо добавить новую категорию маршрутного листа «Восстановление опроса»","2023-08-25T07:49:49.416054Z"
285,"1","2023-08-25T07:50:01.276066Z",585395,"[{""start"":27,""end"":51,""text"":""Загрузить пользователей."",""labels"":[""TITLE""]},{""start"":0,""end"":11,""text"":""Казань. МС."",""labels"":[""PROJECT""]},{""start"":12,""end"":26,""text"":""СК00-00301567."",""labels"":[""ID""]}]",10.486,"Казань. МС. СК00-00301567. Загрузить пользователей.","2023-08-25T07:50:01.276118Z"
286,"1","2023-08-25T07:50:15.334177Z",575664,"[{""start"":22,""end"":120,""text"":""Ошибка отработки регламентной процедуры \""OmniUS. 21 Синхронизация справочников в Мобильный сервис\"""",""labels"":[""TITLE""]},{""start"":0,""end"":13,""text"":""МРСК СевКав. "",""labels"":[""PROJECT""]},{""start"":16,""end"":21,""text"":""44572"",""labels"":[""ID""]}]",12.755,"МРСК СевКав. HD-44572 Ошибка отработки регламентной процедуры ""OmniUS. 21 Синхронизация справочников в Мобильный сервис""","2023-08-25T07:50:15.334229Z"
287,"1","2023-08-25T07:50:26.931031Z",764751,"[{""start"":23,""end"":76,""text"":""Не выгружаются баллы важности за период март 2023 год"",""labels"":[""TITLE""]},{""start"":1,""end"":11,""text"":""МРСК Центр"",""labels"":[""PROJECT""]},{""start"":14,""end"":21,""text"":""1697932"",""labels"":[""ID""]}]",10.237,"[МРСК Центр] #1697932  Не выгружаются баллы важности за период март 2023 год","2023-08-25T07:50:26.931082Z"
288,"1","2023-08-25T07:50:36.988210Z",738394,"[{""start"":20,""end"":70,""text"":""Не загрузился акт без учётного потребления в Омнис"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]},{""start"":12,""end"":19,""text"":""1574851"",""labels"":[""ID""]}]",8.673,"[МРСК ЦиП] #1574851 Не загрузился акт без учётного потребления в Омнис","2023-08-25T07:50:36.988265Z"
289,"1","2023-08-25T07:50:45.944135Z",769430,"[{""start"":11,""end"":60,""text"":""Добавление возможности самодиагностики системы ЦК"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",7.477,"[МОЭСК МС] Добавление возможности самодиагностики системы ЦК","2023-08-25T07:50:45.944188Z"
290,"1","2023-08-25T07:51:00.162117Z",606098,"[{""start"":17,""end"":95,""text"":""Ошибка при выполнении операций Отправить в мобильные сервисы, Отправить в ЛКК"",""labels"":[""TITLE""]},{""start"":0,""end"":16,""text"":""[ЕЕ PЕ] МРСК СК."",""labels"":[""PROJECT""]}]",12.886,"[ЕЕ PЕ] МРСК СК. Ошибка при выполнении операций Отправить в мобильные сервисы, Отправить в  ЛКК","2023-08-25T07:51:00.162176Z"
291,"1","2023-08-25T07:51:09.114336Z",604147,"[{""start"":15,""end"":100,""text"":""Ошибки при проверке операций ctrl+alt+shift+actions. Установить\/снять \""Класс фидера\""."",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МОЭСК NE МС"",""labels"":[""PROJECT""]}]",7.42,"[МОЭСК NE МС]. Ошибки при проверке операций ctrl+alt+shift+actions. Установить/снять ""Класс фидера"".","2023-08-25T07:51:09.114390Z"
292,"1","2023-08-25T07:51:24.075322Z",666371,"[{""start"":38,""end"":131,""text"":""При удалении маршрутного листа в OmniUS не происходит его удаление в АРМ Диспетчера и Mobnius"",""labels"":[""TITLE""]},{""start"":25,""end"":36,""text"":""Трудооценка"",""labels"":[""OTHER""]},{""start"":19,""end"":24,""text"":""48044"",""labels"":[""ID""]},{""start"":0,""end"":15,""text"":""АО Янтарьэнерго"",""labels"":[""PROJECT""]}]",13.581,"АО Янтарьэнерго #HD48044 Трудооценка. При удалении маршрутного листа в OmniUS не происходит его удаление в АРМ Диспетчера и Mobnius","2023-08-25T07:51:24.075372Z"
293,"1","2023-08-25T07:51:40.470751Z",657805,"[{""start"":23,""end"":106,""text"":""Не отрабатывает регламентная процедура OmniUS. 20 Сбор данных из мобильных сервисов"",""labels"":[""TITLE""]},{""start"":17,""end"":22,""text"":""48991"",""labels"":[""ID""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]}]",15.0,"[МРСК СевКав] #HD48991 Не отрабатывает регламентная процедура OmniUS. 20 Сбор данных из мобильных сервисов","2023-08-25T07:51:40.470805Z"
294,"1","2023-08-25T07:51:52.593245Z",600645,"[{""start"":18,""end"":99,""text"":""Нет возможности посмотреть сколько показаний прогружено через мобильный обходчик."",""labels"":[""TITLE""]},{""start"":0,""end"":5,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":10,""end"":16,""text"":""884874"",""labels"":[""ID""]}]",10.85,"МОЭСК (SD 884874) Нет возможности посмотреть сколько показаний прогружено через мобильный обходчик.","2023-08-25T07:51:52.593304Z"
295,"1","2023-08-25T07:52:03.158672Z",705067,"[{""start"":26,""end"":107,""text"":""При переходе из МО в Энергобиллинг СК показания от однофазного сели на 3х фазный"",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":12,""end"":25,""text"":""СК00-00380124"",""labels"":[""ID""]}]",9.331,"[КСК МС] #HDСК00-00380124 При переходе из МО в Энергобиллинг СК  показания от однофазного сели на 3х фазный ","2023-08-25T07:52:03.158732Z"
296,"1","2023-08-25T07:52:12.446338Z",811169,"[{""start"":23,""end"":68,""text"":""Задвоения в точках обхода в маршрутных листах"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]},{""start"":17,""end"":22,""text"":""56673"",""labels"":[""ID""]}]",7.838,"[МРСК СевКав] #HD56673 Задвоения в точках обхода в маршрутных листах","2023-08-25T07:52:12.446394Z"
297,"1","2023-08-25T07:52:20.624770Z",686478,"[{""start"":14,""end"":76,""text"":""В мобильном приложении не отображаются пустые маршрутные листы"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]}]",6.901,"[МРСК СевКав] В мобильном приложении не отображаются пустые маршрутные листы","2023-08-25T07:52:20.624822Z"
298,"1","2023-08-25T07:52:30.191570Z",690970,"[{""start"":21,""end"":83,""text"":""При проведении замены ПУ коэффициент и трансформаторы меняются"",""labels"":[""TITLE""]},{""start"":13,""end"":20,""text"":""1363259"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]}]",8.227,"[МРСК ЦиП]#HD1363259 При проведении замены ПУ коэффициент и трансформаторы меняются","2023-08-25T07:52:30.191621Z"
299,"1","2023-08-25T07:52:40.548606Z",634826,"[{""start"":25,""end"":70,""text"":""В мобильном приложении не отображаются пломбы"",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":10,""end"":23,""text"":""СК00-00336237"",""labels"":[""ID""]}]",8.987,"[КСК МС] (СК00-00336237) В мобильном приложении не отображаются пломбы","2023-08-25T07:52:40.548659Z"
300,"1","2023-08-25T07:52:49.571014Z",546638,"[{""start"":18,""end"":30,""text"":""Коми. Пломбы"",""labels"":[""TITLE""]},{""start"":0,""end"":7,""text"":""МРСК СЗ"",""labels"":[""PROJECT""]},{""start"":12,""end"":17,""text"":""43139"",""labels"":[""ID""]}]",7.655,"МРСК СЗ. HD-43139 Коми. Пломбы","2023-08-25T07:52:49.571068Z"
301,"1","2023-08-25T07:53:01.231587Z",592617,"[{""start"":21,""end"":67,""text"":""Отсутствие потребителей при создании маршрута."",""labels"":[""TITLE""]},{""start"":0,""end"":11,""text"":""Казань. МС."",""labels"":[""PROJECT""]},{""start"":12,""end"":21,""text"":""(Письмо) "",""labels"":[""OTHER""]}]",10.276,"Казань. МС. (Письмо) Отсутствие потребителей при создании маршрута.","2023-08-25T07:53:01.231643Z"
302,"1","2023-08-25T07:53:11.642422Z",697219,"[{""start"":23,""end"":93,""text"":""Ошибка: Некорректно выполняются замены с помощью ПК Мобильный Обходчик"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]},{""start"":17,""end"":23,""text"":""50791 "",""labels"":[""ID""]}]",9.108,"[МРСК СевКав] #HD50791 Ошибка: Некорректно выполняются замены с помощью ПК Мобильный Обходчик","2023-08-25T07:53:11.642473Z"
303,"1","2023-08-25T07:53:18.440220Z",636851,"[{""start"":12,""end"":41,""text"":""Техническая поддержка 06.2022"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",5.552,"[МОЭСК МС]. Техническая поддержка 06.2022","2023-08-25T07:53:18.440273Z"
304,"1","2023-08-25T07:53:28.069120Z",671392,"[{""start"":18,""end"":58,""text"":""Исполнитель не видел назначенный МЛ в ЦК"",""labels"":[""TITLE""]},{""start"":1,""end"":6,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":11,""end"":17,""text"":""987118"",""labels"":[""ID""]}]",8.457,"[МОЭСК] #HD987118 Исполнитель не видел назначенный МЛ в ЦК","2023-08-25T07:53:28.069171Z"
305,"1","2023-08-25T07:53:34.966046Z",615218,"[{""start"":12,""end"":41,""text"":""Техническая поддержка 04.2022"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК NE"",""labels"":[""PROJECT""]}]",5.584,"[МОЭСК NE]. Техническая поддержка 04.2022","2023-08-25T07:53:34.966106Z"
306,"1","2023-08-25T07:53:48.021429Z",775172,"[{""start"":19,""end"":81,""text"":""Консультация Белозерцева А.Ю. (присутствие с 15 по 16.05.2023)"",""labels"":[""TITLE""]},{""start"":0,""end"":18,""text"":""[MC] Россети Урал."",""labels"":[""PROJECT""]}]",11.752,"[MC] Россети Урал. Консультация Белозерцева А.Ю. (присутствие с 15 по 16.05.2023)","2023-08-25T07:53:48.021479Z"
307,"1","2023-08-25T07:53:57.726994Z",656425,"[{""start"":26,""end"":104,""text"":""Не работает фильтрация столбцов в разделе назначения заданий в АРМ Диспетчера."",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":12,""end"":25,""text"":""СК00-00351491"",""labels"":[""ID""]}]",8.283,"[КСК МС] #HDСК00-00351491 Не работает фильтрация столбцов в разделе назначения заданий в АРМ Диспетчера.","2023-08-25T07:53:57.727046Z"
308,"1","2023-08-25T07:54:13.905988Z",16936,"[{""start"":10,""end"":52,""text"":""Задача #19596 «Псковэнерго. Синхронизация»"",""labels"":[""TITLE""]},{""start"":18,""end"":23,""text"":""19596"",""labels"":[""ID""]},{""start"":0,""end"":9,""text"":""МРСК С-З."",""labels"":[""PROJECT""]}]",14.785,"МРСК С-З. Задача #19596 «Псковэнерго. Синхронизация»","2023-08-25T07:54:13.906040Z"
309,"1","2023-08-25T07:54:24.056662Z",691499,"[{""start"":19,""end"":67,""text"":""Показания не сели в отчет \""Сравнительный анализ\"""",""labels"":[""TITLE""]},{""start"":1,""end"":6,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":11,""end"":18,""text"":""1013163"",""labels"":[""ID""]}]",8.791,"[МОЭСК] #HD1013163 Показания не сели в отчет ""Сравнительный анализ""","2023-08-25T07:54:24.056714Z"
310,"1","2023-08-25T07:54:32.808929Z",673213,"[{""start"":23,""end"":61,""text"":""Тестирование и отгрузка обновлений. МЛ"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СК. МС"",""labels"":[""PROJECT""]}]",7.379,"[МРСК СК. МС] МСРК СК. Тестирование и отгрузка обновлений. МЛ","2023-08-25T07:54:32.808987Z"
311,"1","2023-08-25T07:54:41.976806Z",693990,"[{""start"":20,""end"":68,""text"":""Отсутствует возможность загрузки работ с шаблона"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]},{""start"":12,""end"":19,""text"":""1376566"",""labels"":[""ID""]}]",7.79,"[МРСК ЦиП] #1376566 Отсутствует возможность загрузки работ с шаблона","2023-08-25T07:54:41.976857Z"
312,"1","2023-08-25T07:54:51.981271Z",814607,"[{""start"":20,""end"":79,""text"":""В ходе достоверизации НСИ в ЦК в БД обнуляется дата поверки"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]},{""start"":12,""end"":19,""text"":""1192916"",""labels"":[""ID""]}]",8.192,"[МОЭСК МС] #1192916 В ходе достоверизации НСИ в ЦК в БД обнуляется дата поверки","2023-08-25T07:54:51.981321Z"
313,"1","2023-08-25T07:55:03.087418Z",747886,"[{""start"":24,""end"":70,""text"":""Не отображается детализация контрольного съема"",""labels"":[""TITLE""]},{""start"":10,""end"":23,""text"":""СК00-00410078"",""labels"":[""ID""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]}]",9.575,"[КСК МС] #СК00-00410078 Не отображается детализация контрольного съема","2023-08-25T07:55:03.087470Z"
314,"1","2023-08-25T07:55:13.733674Z",687186,"[{""start"":22,""end"":76,""text"":""Отсутствует полный список РЭС у филиала \""Удмуртэнерго\"""",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]},{""start"":14,""end"":22,""text"":""1343924 "",""labels"":[""ID""]}]",9.236,"[МРСК ЦиП] #HD1343924 Отсутствует полный список РЭС у филиала ""Удмуртэнерго""","2023-08-25T07:55:13.733725Z"
315,"1","2023-08-25T07:55:24.700065Z",810772,"[{""start"":23,""end"":90,""text"":""МЛ на инвентаризацию ТП не закрывается не смотря на то, что окончен"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]},{""start"":17,""end"":22,""text"":""56641"",""labels"":[""ID""]}]",9.378,"[МРСК СевКав] #HD56641 МЛ на инвентаризацию ТП не закрывается не смотря на то, что окончен","2023-08-25T07:55:24.700117Z"
316,"1","2023-08-25T07:55:32.874774Z",550517,"[{""start"":18,""end"":59,""text"":"" Не сохраняется информация о снятии ТТ\/ТН"",""labels"":[""TITLE""]},{""start"":0,""end"":17,""text"":""МРСК ЦиП и Центра"",""labels"":[""PROJECT""]}]",6.595,"МРСК ЦиП и Центра. Не сохраняется информация о снятии ТТ/ТН","2023-08-25T07:55:32.874831Z"
317,"1","2023-08-25T07:55:44.364734Z",751447,"[{""start"":23,""end"":146,""text"":""Ошибка: при замене прибору учета в мобильном приложении Мобильный обходчик у нового ПУ отсутствует графа с вводом показаний"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]},{""start"":17,""end"":22,""text"":""53630"",""labels"":[""ID""]}]",10.08,"[МРСК СевКав] #HD53630 Ошибка: при замене прибору учета в мобильном приложении Мобильный обходчик у нового ПУ отсутствует графа с вводом показаний","2023-08-25T07:55:44.364795Z"
318,"1","2023-08-25T07:55:52.554780Z",743480,"[{""start"":12,""end"":49,""text"":""Техническая поддержка. Анализ 03.2023"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",6.723,"[МОЭСК МС]. Техническая поддержка. Анализ 03.2023","2023-08-25T07:55:52.554837Z"
319,"1","2023-08-25T07:55:59.401248Z",666087,"[{""start"":9,""end"":54,""text"":""Подключение к мобильному устройству заказчика"",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]}]",5.392,"[КСК МС] Подключение к мобильному устройству заказчика","2023-08-25T07:55:59.401305Z"
320,"1","2023-08-25T07:56:09.106913Z",730830,"[{""start"":17,""end"":118,""text"":""Необходимо доработать возможность добавления pdf-файлов для выполненных работ по замене и допуску ПУ."",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]},{""start"":12,""end"":17,""text"":""4552 "",""labels"":[""ID""]}]",7.802,"[МОЭСК МС] #4552 Необходимо доработать возможность добавления pdf-файлов для выполненных работ по замене и допуску ПУ.","2023-08-25T07:56:09.106965Z"
321,"1","2023-08-25T07:56:20.092940Z",798401,"[{""start"":17,""end"":91,""text"":""Необходимо добавить в АРМ Диспетчер вывод информации о категории персонала"",""labels"":[""TITLE""]},{""start"":12,""end"":17,""text"":""5240 "",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",9.204,"[МОЭСК МС] #5240 Необходимо добавить в АРМ Диспетчер вывод информации о категории персонала","2023-08-25T07:56:20.092992Z"
322,"1","2023-08-25T07:56:29.973515Z",711498,"[{""start"":23,""end"":62,""text"":""В лкк не работает раскрывающийся список"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]},{""start"":17,""end"":23,""text"":""51488 "",""labels"":[""ID""]}]",8.336,"[МРСК СевКав] #HD51488 В лкк не работает раскрывающийся список","2023-08-25T07:56:29.973566Z"
323,"1","2023-08-25T07:56:37.197676Z",541132,"[{""start"":19,""end"":70,""text"":""Возникают ошибки при синхронизации (Внутренний баг)"",""labels"":[""TITLE""]},{""start"":0,""end"":17,""text"":""МРСК ЦиП и Центра"",""labels"":[""PROJECT""]}]",5.657,"МРСК ЦиП и Центра. Возникают ошибки при синхронизации (Внутренний баг)","2023-08-25T07:56:37.197730Z"
324,"1","2023-08-25T07:56:46.883668Z",786769,"[{""start"":23,""end"":83,""text"":""При планировании работы нет возможности оформить акт монтажа"",""labels"":[""TITLE""]},{""start"":15,""end"":22,""text"":""1781853"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]}]",8.366,"[МРСК ЦиП] #HD 1781853 При планировании работы нет возможности оформить акт монтажа","2023-08-25T07:56:46.883729Z"
325,"1","2023-08-25T07:56:56.383631Z",566789,"[{""start"":31,""end"":107,""text"":"" Отчет \""Результаты расчёта риска безучётного потребления\"" выгружается пустым"",""labels"":[""TITLE""]},{""start"":23,""end"":30,""text"":""1276003"",""labels"":[""ID""]},{""start"":0,""end"":18,""text"":""МРСК ЦиП и Центра."",""labels"":[""PROJECT""]}]",7.988,"МРСК ЦиП и Центра. (SD 1276003) Отчет ""Результаты расчёта риска безучётного потребления"" выгружается пустым","2023-08-25T07:56:56.383683Z"
326,"1","2023-08-25T07:57:05.484098Z",769781,"[{""start"":12,""end"":47,""text"":""Тестирование и отгрузка обновлений."",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",7.595,"[МОЭСК МС]. Тестирование и отгрузка обновлений.","2023-08-25T07:57:05.484158Z"
327,"1","2023-08-25T07:57:12.677182Z",728683,"[{""start"":12,""end"":47,""text"":""Тестирование и отгрузка обновлений."",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",5.811,"[МОЭСК МС]. Тестирование и отгрузка обновлений.","2023-08-25T07:57:12.677235Z"
328,"1","2023-08-25T07:57:19.788639Z",605787,"[{""start"":12,""end"":41,""text"":""Техническая поддержка 03.2022"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК NE"",""labels"":[""PROJECT""]}]",5.708,"[МОЭСК NE]. Техническая поддержка 03.2022","2023-08-25T07:57:19.788695Z"
329,"1","2023-08-25T07:57:34.007087Z",800710,"[{""start"":19,""end"":79,""text"":""В Омнис маршрут выполнен, в Т.У. нет Акта замены и нового ПУ"",""labels"":[""TITLE""]},{""start"":1,""end"":8,""text"":""МРСК СЗ"",""labels"":[""PROJECT""]},{""start"":13,""end"":18,""text"":""56225"",""labels"":[""ID""]}]",12.384,"[МРСК СЗ] #HD56225 В Омнис маршрут выполнен, в Т.У. нет Акта замены и нового ПУ","2023-08-25T07:57:34.007139Z"
330,"1","2023-08-25T07:57:48.904731Z",540025,"[{""start"":12,""end"":63,""text"":""Ошибка изменения привязки с правами Администратора "",""labels"":[""TITLE""]},{""start"":0,""end"":10,""text"":""Казань. МС"",""labels"":[""PROJECT""]},{""start"":64,""end"":77,""text"":""СК00-00272703"",""labels"":[""ID""]}]",13.348,"Казань. МС. Ошибка изменения привязки с правами Администратора (СК00-00272703)","2023-08-25T07:57:48.904804Z"
331,"1","2023-08-25T07:57:59.570143Z",519991,"[{""start"":22,""end"":129,""text"":""Консультация по отработке регламентной процедуры \""OmniUS. 21 Синхронизация справочников в Мобильный сервис\"""",""labels"":[""TITLE""]},{""start"":16,""end"":21,""text"":""40700"",""labels"":[""ID""]},{""start"":0,""end"":12,""text"":""МРСК СевКав."",""labels"":[""PROJECT""]}]",9.054,"МРСК СевКав. HD-40700 Консультация по отработке регламентной процедуры ""OmniUS. 21 Синхронизация справочников в Мобильный сервис""","2023-08-25T07:57:59.570194Z"
332,"1","2023-08-25T07:58:09.691191Z",748546,"[{""start"":20,""end"":78,""text"":""У пользователя возникают ошибки после загрузки шаблона НСИ"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]},{""start"":12,""end"":19,""text"":""1622078"",""labels"":[""ID""]}]",8.612,"[МРСК ЦиП] #1622078 У пользователя возникают ошибки после загрузки шаблона НСИ","2023-08-25T07:58:09.691242Z"
333,"1","2023-08-25T07:58:19.682676Z",761570,"[{""start"":20,""end"":75,""text"":""Ошибка отображения карты при увеличении масштабирования"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]},{""start"":12,""end"":20,""text"":""1683475 "",""labels"":[""ID""]}]",8.627,"[МРСК ЦиП] #1683475 Ошибка отображения карты при увеличении масштабирования","2023-08-25T07:58:19.682730Z"
334,"1","2023-08-25T07:58:29.103036Z",663515,"[{""start"":29,""end"":91,""text"":""Акты инструментальных проверок не импортировались в Кис Баланс"",""labels"":[""TITLE""]},{""start"":14,""end"":28,""text"":""976423, 976428"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",8.15,"[МОЭСК МС] #HD976423, 976428 Акты инструментальных проверок не импортировались в Кис Баланс","2023-08-25T07:58:29.103088Z"
335,"1","2023-08-25T07:58:36.597994Z",756974,"[{""start"":14,""end"":44,""text"":""Техническая поддержка. 04.2023"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]}]",6.274,"[МРСК СевКав] Техническая поддержка. 04.2023","2023-08-25T07:58:36.598050Z"
336,"1","2023-08-25T07:58:46.432319Z",804749,"[{""start"":20,""end"":73,""text"":""Не выгрузились показания со всех ПУ в программу Конус"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]},{""start"":12,""end"":19,""text"":""1859196"",""labels"":[""ID""]}]",8.611,"[МРСК ЦиП] #1859196 Не выгрузились показания со всех ПУ в программу Конус","2023-08-25T07:58:46.432372Z"
337,"1","2023-08-25T07:58:58.395399Z",791518,"[{""start"":22,""end"":78,""text"":""В результате загрузки шаблона НСИ произошло задвоение ФЛ"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]},{""start"":14,""end"":21,""text"":""1804064"",""labels"":[""ID""]}]",10.191,"[МРСК ЦиП] HD#1804064 В результате загрузки шаблона НСИ произошло задвоение ФЛ","2023-08-25T07:58:58.395450Z"
338,"1","2023-08-25T07:59:09.966091Z",680998,"[{""start"":17,""end"":121,""text"":""Необходимо выбор тарифной зоны и показаний по установленному ПУ в акте замены в ЦК сделать обязательными"",""labels"":[""TITLE""]},{""start"":1,""end"":6,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":12,""end"":16,""text"":""4209"",""labels"":[""ID""]}]",10.039,"[МОЭСК] #HD 4209 Необходимо выбор тарифной зоны и показаний по установленному ПУ в акте замены в ЦК сделать обязательными","2023-08-25T07:59:09.966144Z"
339,"1","2023-08-25T07:59:35.172277Z",683471,"[{""start"":21,""end"":70,""text"":"" Не осуществляется выгрузка в Excel плана по РЭС"",""labels"":[""TITLE""]},{""start"":14,""end"":21,""text"":""1322100"",""labels"":[""ID""]},{""start"":0,""end"":10,""text"":""МРСК Центр"",""labels"":[""PROJECT""]}]",23.681,"МРСК Центр #HD1322100  Не осуществляется выгрузка в Excel плана по РЭС","2023-08-25T07:59:35.172330Z"
340,"1","2023-08-25T07:59:48.258136Z",669622,"[{""start"":28,""end"":73,""text"":""Не сформировались акты на ограничение в Омнис"",""labels"":[""TITLE""]},{""start"":11,""end"":25,""text"":""983783, 983952"",""labels"":[""ID""]},{""start"":1,""end"":6,""text"":""МОЭСК"",""labels"":[""PROJECT""]}]",11.498,"[МОЭСК] #HD983783, 983952,  Не сформировались акты на ограничение в Омнис","2023-08-25T07:59:48.258191Z"
341,"1","2023-08-25T08:00:08.089797Z",651723,"[{""start"":13,""end"":73,""text"":""Некорректное отображение результатов в разделе Подтверждение"",""labels"":[""TITLE""]},{""start"":0,""end"":11,""text"":""МРСК СК ЛКК"",""labels"":[""PROJECT""]}]",18.254,"МРСК СК ЛКК. Некорректное отображение результатов в разделе Подтверждение","2023-08-25T08:00:08.089860Z"
